emg_key,participant_id,source,corr,lag,n_mat,n_c3d
EMG_07_R_M_gluteus_maximus,RD0012,raw,1.0,0,22,22
EMG_07_R_M_gluteus_maximus,RD0016,step4,0.9994136034710437,0,18,21
EMG_07_R_M_gluteus_maximus,RD0016,raw,0.9786791196061327,0,18,21
EMG_07_R_M_gluteus_maximus,RD0024,step4,0.9999999999999998,0,16,16
EMG_07_R_M_gluteus_maximus,RD0024,raw,1.0,0,16,16
EMG_07_R_M_gluteus_maximus,RD0028,step4,1.0000000000000002,0,12,12
EMG_07_R_M_gluteus_maximus,RD0028,raw,1.0,0,12,12
EMG_07_R_M_gluteus_maximus,RD0029,step4,1.0,0,15,15
EMG_07_R_M_gluteus_maximus,RD0029,raw,1.0,0,15,15
EMG_07_R_M_gluteus_maximus,RD0035,step4,0.9999999999999998,0,13,13
EMG_07_R_M_gluteus_maximus,RD0035,raw,1.0000000000000002,0,13,13
EMG_07_R_M_gluteus_maximus,RD0036,step4,1.0,0,22,22
EMG_07_R_M_gluteus_maximus,RD0036,raw,1.0,0,22,22
EMG_07_R_M_gluteus_maximus,RD0037,step4,1.0000000000000002,0,8,8
EMG_07_R_M_gluteus_maximus,RD0037,raw,1.0,0,8,8
EMG_07_R_M_gluteus_maximus,RD0041,step4,1.0,0,23,23
EMG_07_R_M_gluteus_maximus,RD0041,raw,1.0,0,23,23
EMG_07_R_M_gluteus_maximus,RD0043,step4,1.0,0,15,15
EMG_07_R_M_gluteus_maximus,RD0043,raw,1.0,0,15,15
EMG_07_R_M_gluteus_maximus,RD0044,step4,0.9999999999999998,0,6,6
EMG_07_R_M_gluteus_maximus,RD0044,raw,1.0,0,6,6
EMG_07_R_M_gluteus_maximus,RD0045,step4,0.9999999999999999,0,4,4
EMG_07_R_M_gluteus_maximus,RD0045,raw,1.0,0,4,4
EMG_07_R_M_gluteus_maximus,RD0047,step4,1.0000000000000002,0,6,6
EMG_07_R_M_gluteus_maximus,RD0047,raw,0.9999999999999999,0,6,6
EMG_07_R_M_gluteus_maximus,RD0050,step4,0.9999999999999998,0,12,12
EMG_07_R_M_gluteus_maximus,RD0050,raw,1.0,0,12,12
